11:56:19:802,0,731.241907,000000a8,00000115,000000af,00000000,00000000,0000000a,ffffffe2
11:56:19:849,0,731.251046,000000a8,00000000,000000b0,00000000,00000000,0000000b,fffffff4
11:56:19:913,0,731.261381,000000a8,00000116,000000b3,00000000,0000000f,0000000c,ffffffee
11:56:20:005,0,738.285706,000000a9,00000198,000001bb,00000000,00000009,00000009,ffffffa6
11:56:20:048,0,738.328063,000000a9,00000196,00000000,00000000,0000000d,0000000d,00000036
11:56:20:157,0,739.730473,000000aa,00000049,0000018a,00000000,0000000a,00000009,ffffffa6
11:56:20:273,0,747.100943,000000ab,0000008f,00000188,00000000,0000000e,00000000,ffffffb2
11:56:20:327,0,747.164353,000000ab,00000090,00000000,00000000,00000009,00000000,ffffffc4
11:56:21:261,0,748.468698,000000ac,00000024,0000017d,00000000,00000004,00000008,0000002d
11:56:21:364,0,748.499861,000000ac,00000025,0000017e,00000000,00000009,00000000,0000005a
11:56:21:429,0,748.510841,000000ac,00000027,00000180,00000000,00000000,00000009,ffffffa6
11:56:21:480,0,748.521680,000000ac,0000002a,00000182,00000000,00000000,00000000,00000000
11:56:21:518,0,748.532701,000000ac,0000002b,00000184,00000000,00000000,00000000,ffffffc4
11:56:21:576,0,748.543673,000000ac,0000002e,00000189,00000000,0000000e,00000000,00000000
11:56:21:618,0,748.554642,000000ac,00000031,0000018e,00000000,0000000d,00000000,00000000
11:56:21:674,0,748.566007,000000ac,00000034,00000194,00000000,0000000b,00000000,00000016
11:56:21:742,0,748.576627,000000ac,00000037,00000199,00000000,0000000f,0000000b,0000005a
11:56:21:813,0,748.587437,000000ac,0000003b,000001a1,00000000,0000000c,0000000d,ffffffd3
11:56:21:865,0,748.598705,000000ac,0000003f,000001aa,00000000,0000000e,00000000,ffffffdc
11:56:21:905,0,748.609487,000000ac,00000044,000001b6,00000000,00000000,0000000e,ffffffe7
11:56:21:958,0,748.620179,000000ac,00000048,000001c4,00000000,0000000f,0000000d,ffffffca
11:56:22:018,0,748.631015,000000ac,0000004b,000001cf,00000000,00000000,00000000,ffffffdc
11:56:22:117,0,748.642149,000000ac,0000004c,000001db,00000000,00000014,0000000e,fffffff4
11:56:22:174,0,748.652951,000000ac,0000004e,000001e9,00000000,0000000e,00000000,ffffffe2
11:56:22:231,0,748.663701,000000ac,00000000,000001f9,00000000,0000000f,0000000d,ffffffdb
11:56:22:278,0,748.675278,000000ac,00000000,00000207,00000000,0000000d,0000000e,ffffffe7
11:56:22:340,0,748.685881,000000ac,0000004d,00000218,00000000,0000000f,00000000,ffffffe2
11:56:22:406,0,748.696541,000000ac,0000004c,0000022d,00000000,00000000,00000000,ffffffe7
11:56:22:501,0,748.707320,000000ac,00000049,00000242,00000000,0000000e,00000000,ffffffe2
11:56:22:552,0,748.718237,000000ac,00000046,00000258,00000000,0000000d,0000000d,ffffffd3
11:56:22:612,0,748.729041,000000ac,00000043,00000271,00000000,0000000f,0000000a,00000000
11:56:22:660,0,748.740406,000000ac,00000041,00000286,00000000,0000000e,0000000d,ffffffc0
11:56:22:715,0,748.750772,000000ac,0000003f,0000029e,00000000,00000000,0000000a,ffffffd3
11:56:22:783,0,748.761481,000000ac,0000003b,000002b8,00000000,0000000c,00000007,ffffffe7
11:56:22:837,0,748.772455,000000ac,00000038,000002d5,00000000,0000000f,00000009,00000000
11:56:22:875,0,748.783332,000000ac,00000035,000002ed,00000000,0000000d,00000000,00000000
11:56:22:919,0,748.794361,000000ac,00000032,00000303,00000000,0000000e,00000000,fffffff4
11:56:22:969,0,748.805090,000000ac,0000002e,00000318,00000000,0000000b,00000000,0000001e
11:56:23:073,0,748.815762,000000ac,0000002b,0000032d,00000000,00000007,00000005,ffffffd3
11:56:23:148,0,748.826875,000000ac,00000029,0000033d,00000000,0000000e,00000008,ffffffef
11:56:23:222,0,748.837642,000000ac,00000028,0000034d,00000000,0000000b,00000009,00000014
11:56:23:274,0,748.848508,000000ac,00000026,0000035b,00000000,0000000e,00000006,00000000
11:56:23:313,0,748.859338,000000ac,00000024,00000369,00000000,00000009,00000000,fffffff4
11:56:23:385,0,748.870337,000000ac,00000021,00000378,00000000,0000000b,00000009,ffffffec
11:56:23:433,0,748.881171,000000ac,00000020,00000381,00000000,0000000a,00000000,00000010
11:56:23:489,0,748.892394,000000ac,0000001f,0000038c,00000000,00000007,00000007,00000008
11:56:23:544,0,748.902881,000000ac,0000001e,00000397,00000000,00000009,00000003,00000000
11:56:23:594,0,748.913746,000000ac,0000001c,000003a0,00000000,0000000e,00000008,fffffff8
11:56:23:678,0,748.924731,000000ac,0000001b,000003a8,00000000,0000000c,00000000,fffffff2
11:56:23:735,0,748.936059,000000ac,00000000,000003b0,00000000,0000000b,00000000,00000011
11:56:23:814,0,748.946249,000000ac,0000001a,000003b8,00000000,0000000d,00000000,00000000
11:56:23:860,0,748.957957,000000ac,00000000,000003c2,00000000,0000000e,00000002,00000000
11:56:23:912,0,748.968134,000000ac,00000000,000003cc,00000000,00000008,00000007,fffffff7
11:56:23:967,0,748.979201,000000ac,0000001b,000003d7,00000000,0000000c,00000008,fffffff1
11:56:24:010,0,748.990093,000000ac,0000001d,000003df,00000000,0000000b,00000000,ffffffea
11:56:24:085,0,749.000964,000000ac,00000021,000003e7,00000000,0000000a,00000009,00000014
11:56:24:146,0,749.011878,000000ac,00000028,000003ed,00000000,0000000b,00000000,00000000
11:56:24:210,0,749.023048,000000ac,00000035,000003f1,00000000,0000000d,0000000b,ffffffca
11:56:24:292,0,749.033907,000000ac,00000044,000003f4,00000000,0000000e,00000000,ffffffd3
11:56:24:342,0,749.044719,000000ac,00000052,000003f5,00000000,0000000d,00000009,ffffffee
11:56:24:392,0,749.055713,000000ac,0000005e,00000000,00000000,0000000c,00000008,ffffffe8
