timestamp,phone_orient,time,tracking_id,X_start,y_stop,mid_stroke_pressure,stroke_area_covered,finger_width,finger_orient
11:48:53:133,1,298.808047,00000019,136,780,0,125.66370614359172,8,0
11:48:56:984,1,300.409870,00000000,152,797,0,650.3096792930871,23,0
11:49:14:350,1,320.365593,00000020,140,782,0,109.95574287564276,5,2
11:49:32:954,1,337.478137,00000024,39,1186,0,197.92033717615698,9,-14
11:50:18:625,1,383.978339,00000031,559,131,0,282.7433388230814,10,1
11:50:39:259,1,404.113578,00000036,23,1214,0,0.0,9,0
11:51:16:929,1,441.972189,00000044,36,1200,0,0.0,0,-13
11:51:16:998,1,442.958944,00000045,112,793,0,0.0,0,5
11:51:20:025,1,444.414182,00000000,107,707,0,0.0,0,0
11:51:45:054,1,469.445992,00000051,666,64,0,0.0,12,0
11:51:47:565,1,471.257587,00000000,184,944,0,0.0,15,-10
11:52:08:064,1,494.322255,0000005e,580,131,0,449.2477494633405,13,1
11:52:30:956,1,516.303931,00000066,45,1220,0,197.92033717615698,9,-11
11:52:31:032,1,517.096173,00000067,110,784,0,94.24777960769379,5,-13
11:52:58:894,1,544.988434,00000074,650,40,0,150.79644737231007,8,1
11:53:00:413,1,546.758872,00000076,576,137,0,0.0,13,0
11:53:06:798,1,553.023074,0000007c,573,160,0,339.29200658769764,12,1
11:53:39:667,1,585.274458,00000089,561,125,0,0.0,0,1
