tracking_id,time_period,X_start,x_stop,y_start,y_stop,mid_stroke_pressure,mid_stroke_area_covered,mid_finger_width,X_length_of_trajectory,Y_length_of_trajectory,Distance_EndToEnd,Direction,X_speed,Y_speed,mid_trajectory_speed,absolute_velocity,velocity_angle,finger_orient_change
0000006b,0:00:00.249000,575,548,1037,1042,0,169.646003294,10,561,1039,27.4590604355,-1,0,0,0.000110277351147,0.0,0.0,10
0000006b,0:00:00.336000,575,531,1037,1047,0,190.066355542,10,553,1042,45.1220566907,-1,0,0,0.000134291835389,0.0,0.0,-3
0000006b,0:00:00.393000,575,507,1037,1053,0,226.194671058,10,541,1045,69.8569967863,-1,0,0,0.000177753172484,0.0,0.0,10
0000006b,0:00:00.447000,575,484,1037,1060,0,155.508836353,10,529,1048,93.8616002421,-1,0,0,0.000209981208595,0.0,0.0,-4
0000006b,0:00:00.511000,575,457,1037,1067,0,0.0,11,516,1052,121.753850042,-1,0,0,0.000238265851354,0.0,0.0,10
0000006b,0:00:00.577000,575,430,1037,1076,0,0.0,9,502,1056,150.153255043,-1,0,0,0.000260230944615,0.0,0.0,13
0000006b,0:00:00.650000,575,398,1037,1089,0,245.04422698,10,486,1063,184.480351257,-1,0,0,0.000283815925011,0.0,0.0,12
0000006b,0:00:00.707000,575,363,1037,1107,0,0.0,11,469,1072,223.257698635,-1,0,0,0.00031578175196,0.0,0.0,15
0000006b,0:00:00.753000,575,331,1037,1125,0,127.23450247,9,453,1081,259.38388539,-1,0,0,0.000344467311275,0.0,0.0,10
0000006b,0:00:00.792000,575,300,1037,1145,0,0.0,4,437,1091,295.447118788,-1,0,0,0.000373039291399,0.0,0.0,10
0000006b,0:00:00.835000,575,278,1037,1160,0,0.0,11,426,1098,321.462283946,-1,0,0,0.000384984771193,0.0,0.0,10
0000006b,0:00:00.891000,575,258,1037,1176,0,219.911485751,11,416,1106,346.135811496,-1,0,0,0.000388480147583,0.0,0.0,12
0000006b,0:01:31.558000,575,286,1037,170,0,245.04422698,11,430,603,913.898243789,3,0,0,0.00163781047274,0.0,0.0,-2
0000006b,0:01:31.619000,575,287,1037,171,0,0.0,4,431,604,912.633551871,3,0,0,0.00147436761207,0.0,0.0,-3
0000006b,0:01:31.684000,575,288,1037,173,0,219.911485751,11,431,605,910.42023264,3,0,0,0.00133102373193,0.0,0.0,10
0000006b,0:01:31.739000,575,290,1037,177,0,142.942465738,11,432,607,905.993929339,3,0,0,0.00122597284078,0.0,0.0,0
0000006b,0:01:31.802000,575,291,1037,179,0,75.3982236862,8,433,608,903.780946911,3,0,0,0.00112690891136,0.0,0.0,15
00000070,0:00:00.055000,413,415,469,468,0,347.145988222,10,414,468,2.2360679775,-1,0,0,4.06557814091e-05,0.0,0.0,15
00000070,0:00:00.115000,413,418,469,467,0,431.968989869,12,415,468,5.38516480713,-1,0,0,4.6827520062e-05,0.0,0.0,3
00000071,0:00:00.093000,285,0,339,338,0,295.309709437,12,142,338,285.001754381,0,0,0,0.00306453499334,0.0,0.0,1
00000071,0:00:00.219000,285,286,339,336,0,428.827397215,13,285,337,3.16227766017,-3,0,0,1.4439624019e-05,0.0,0.0,-2
00000073,0:00:00.064000,523,524,954,953,0,76.9690200129,6,523,953,1.41421356237,-1,0,0,2.20970869121e-05,0.0,0.0,-1
00000073,0:00:00.126000,523,526,954,952,0,76.9690200129,3,524,953,3.60555127546,-1,0,0,2.86154863132e-05,0.0,0.0,-3
00000073,0:00:00.171000,523,533,954,950,0,76.9690200129,7,528,952,10.7703296143,-1,0,0,6.29843837092e-05,0.0,0.0,-19
00000073,0:00:00.249000,523,541,954,948,0,76.9690200129,7,532,951,18.973665961,-1,0,0,7.61994616908e-05,0.0,0.0,-16
00000073,0:00:00.353000,523,551,954,946,0,190.066355542,8,537,950,29.1204395571,-1,0,0,8.24941630513e-05,0.0,0.0,-14
00000073,0:00:00.411000,523,562,954,944,0,152.367243699,7,542,949,40.2616442784,-1,0,0,9.79602050569e-05,0.0,0.0,-4
00000073,0:00:00.458000,523,576,954,942,0,76.9690200129,3,549,948,54.3415126768,-1,0,0,0.000118649590997,0.0,0.0,-19
00000073,0:00:00.520000,523,592,954,940,0,204.203522483,8,557,947,70.4059656563,-1,0,0,0.000135396087801,0.0,0.0,-14
00000073,0:00:00.562000,523,605,954,939,0,76.9690200129,3,564,946,83.3606621855,-1,0,0,0.000148328580401,0.0,0.0,1
00000073,0:00:00.606000,523,619,954,938,0,76.9690200129,3,571,946,97.3242004848,-1,0,0,0.000160600990899,0.0,0.0,-14
00000073,0:00:00.665000,523,634,954,936,0,76.9690200129,3,578,945,112.449988884,-1,0,0,0.000169097727645,0.0,0.0,-4
00000073,0:00:00.724000,523,646,954,934,0,114.668131856,6,584,944,124.615408357,-1,0,0,0.000172120729775,0.0,0.0,-17
00000073,0:00:00.796000,523,656,954,932,0,204.203522483,8,589,943,134.807269834,-1,0,0,0.000169355866625,0.0,0.0,-16
00000073,0:00:00.877000,523,664,954,930,0,124.092909817,6,593,942,143.027969293,-1,0,0,0.000163087764302,0.0,0.0,-17
00000073,0:00:00.934000,523,670,954,928,0,153.938040026,7,596,941,149.281613067,-1,0,0,0.000159830420843,0.0,0.0,-17
00000073,0:00:01.003000,523,675,954,924,0,76.9690200129,6,599,939,154.932243255,-1,0,0,0.051644081085,0.0,0.0,-16
00000073,0:00:01.050000,523,678,954,920,0,76.9690200129,8,600,937,158.685223005,-1,0,0,0.00317370446009,0.0,0.0,-18
00000073,0:00:01.136000,523,681,954,915,0,190.066355542,8,602,934,162.742127306,-1,0,0,0.00119663328901,0.0,0.0,-3
00000073,0:00:01.239000,523,683,954,910,0,232.477856366,9,603,932,165.939748102,-1,0,0,0.000694308569462,0.0,0.0,-3
00000073,0:00:01.291000,523,0,954,905,0,161.79202166,8,261,929,525.290395876,0,0,0,0.00180512163531,0.0,0.0,-4
00000073,0:00:01.306000,523,0,954,899,0,76.9690200129,3,261,926,525.884017631,0,0,0,0.00171857522102,0.0,0.0,-4
00000073,0:00:01.365000,523,0,954,890,0,153.938040026,7,261,922,526.901319034,0,0,0,0.00144356525763,0.0,0.0,-17
00000073,0:00:01.417000,523,0,954,878,0,204.203522483,8,261,916,528.49314092,0,0,0,0.0012673696425,0.0,0.0,-17
00000073,0:00:01.483000,523,682,954,866,0,153.938040026,7,602,910,181.727818454,-1,0,0,0.000376248071333,0.0,0.0,-1
00000073,0:00:01.567000,523,0,954,856,0,76.9690200129,8,261,905,532.102433747,0,0,0,0.000938452264105,0.0,0.0,-4
00000073,0:00:01.638000,523,681,954,843,0,76.9690200129,7,602,898,193.093241725,-1,0,0,0.000302653983896,0.0,0.0,-16
00000073,0:00:01.692000,523,0,954,830,0,204.203522483,8,261,892,537.498837208,0,0,0,0.000776732423711,0.0,0.0,-17
