tracking_id,time_period,X_start,x_stop,y_start,y_stop,mid_stroke_pressure,mid_stroke_area_covered,mid_finger_width,X_length_of_trajectory,Y_length_of_trajectory,Distance_EndToEnd,Direction,X_speed,Y_speed,mid_trajectory_speed,absolute_velocity,velocity_angle,finger_orient_change
000003f7,0.048,357,365,493,496,0.0,141.37166941154067,12.0,361.0,494.5,8.54400374531753,0.375,7520.833333333333,10302.083333333334,178.00007802744855,12755.228537142024,0.9401987814449302,-3
000003f7,0.095,357,376,493,501,0.0,263.89378290154264,11.5,366.5,497.0,20.615528128088304,0.42105263157894735,3857.8947368421054,5231.578947368421,217.00555924303478,6500.213079823037,0.9353922070393503,-2
000003f7,0.146,357,386,493,512,0.0,163.36281798666926,11.0,371.5,502.5,34.66987164671943,0.6551724137931034,2544.5205479452056,3441.780821917808,237.46487429259884,4280.238316383399,0.9341762103751741,-2
000003f7,0.186,357,395,493,531,0.0,226.1946710584651,12.5,376.0,512.0,53.74011537017761,1.0,2021.505376344086,2752.6881720430106,288.92535145256784,3415.2271021256456,0.9373704438257521,-3
000003f7,0.224,357,403,493,558,0.0,0.0,4.5,380.0,525.5,79.63039620647382,1.4130434782608696,1696.4285714285713,2345.9821428571427,355.4928402074724,2895.0824016880374,0.9447209678521012,-3
000003f7,2.681,357,415,493,601,0.0,0.0,4.5,386.0,547.0,122.58874336577564,1.8620689655172413,143.97612831033197,204.02834763148078,45.72500685034526,249.71321983520525,0.9562769395835385,-18
000003f7,2.73,357,436,493,667,0.0,0.0,16.0,396.5,580.0,191.09421759959145,2.2025316455696204,145.23809523809524,212.45421245421247,69.99788190461226,257.3536413146891,0.9711479805080517,-18
000003f7,2.787,357,461,493,750,0.0,353.4291735288517,17.0,409.0,621.5,277.24537868105216,2.4711538461538463,146.75278076785074,222.99964119124508,99.47806913564843,266.95546189302985,0.9887582377911887,-3
000003f7,2.831,357,498,493,838,0.0,314.1592653589793,14.5,427.5,665.5,372.700952507503,2.4468085106382977,151.00671140939596,235.07594489579654,131.6499302393158,279.3988667824767,0.9998006753500981,-3
000003f7,2.871,357,544,493,941,0.0,197.92033717615698,11.5,450.5,717.0,485.4616359713711,2.3957219251336896,156.91396725879486,249.7387669801463,169.0914789172313,294.94312138725655,1.009818596958847,-3
000003f7,2.927,357,582,493,1028,0.0,259.1813939211579,12.0,469.5,760.5,580.387801388003,2.3777777777777778,160.40314314998292,259.8223436966177,198.28759869764366,305.34704618908177,1.0177119884503247,-17
000003f8,0.035,449,450,339,0,0.0,131.94689145077132,7.5,449.5,169.5,339.0014749230451,-339.0,12842.857142857141,4842.857142857142,9685.756426372716,13725.605447409565,0.36059793099728527,1
000003f8,0.082,449,451,339,340,0.0,116.23892818282235,7.0,450.0,339.5,2.23606797749979,0.5,5487.804878048781,4140.243902439024,27.269121676826703,6874.417935448754,0.646339490384992,-1
000003f8,0.112,449,453,339,344,0.0,282.7433388230814,11.5,451.0,341.5,6.4031242374328485,1.25,4026.785714285714,3049.1071428571427,57.17075211993615,5050.946204167884,0.6480971520898057,-1
000003f8,0.142,449,457,339,353,0.0,84.82300164692441,11.0,453.0,346.0,16.1245154965971,1.75,3190.140845070423,2436.6197183098593,113.55292603237395,4014.238939455778,0.6522728136377272,0
000003f8,0.173,449,464,339,371,0.0,84.82300164692441,12.5,456.5,355.0,35.34119409414458,2.1333333333333333,2638.728323699422,2052.0231213872835,204.28435892569124,3342.7063970683353,0.6609673365917893,-1
000003f8,0.206,449,472,339,400,0.0,84.82300164692441,4.5,460.5,369.5,65.19202405202648,2.652173913043478,2235.4368932038838,1793.6893203883496,316.46613617488583,2866.0948137792393,0.6761957752138126,1
000003f8,0.247,449,486,339,447,0.0,84.82300164692441,11.5,467.5,393.0,114.16216536138407,2.918918918918919,1892.7125506072875,1591.093117408907,462.1950014630934,2472.6378844247165,0.699035943657615,-1
000003f8,0.288,449,499,339,506,0.0,409.977841293468,16.0,474.0,422.5,174.3244102241565,3.34,1645.8333333333335,1467.013888888889,605.293091056099,2204.7442280917785,0.7280156068862101,-1
