10:06:04:469,0,24818.785179,00000011,0000011d,000003d5,00000000,0000000e,00000000,00000000
10:06:04:509,0,24818.796413,00000011,0000013a,000003cd,00000000,0000000d,0000000c,0000001e
10:06:04:552,0,24818.807013,00000011,0000015a,000003c5,00000000,0000000a,0000000b,ffffffd3
10:06:04:583,0,24818.817851,00000011,0000017a,000003bf,00000000,00000009,0000000a,ffffffdc
10:06:04:616,0,24818.828690,00000011,0000019e,000003b8,00000000,00000000,00000007,0000005a
10:06:04:648,0,24818.839519,00000011,000001c0,000003b1,00000000,00000005,00000006,0000002d
10:06:04:673,0,24818.850233,00000011,000001df,000003ae,00000000,00000007,00000005,00000000
10:06:04:713,0,24818.861348,00000011,000001fd,000003ad,00000000,00000009,00000009,ffffffa6
10:06:04:753,0,24818.872316,00000011,00000213,000003af,00000000,0000000d,0000000a,0000002d
10:06:11:270,0,24818.883439,00000011,00000224,000003ad,00000000,00000009,00000009,ffffffca
10:06:11:333,0,24825.812902,00000012,00000273,000003ee,00000000,00000000,00000000,ffffffa6
10:06:11:386,0,24825.822177,00000012,00000272,00000000,00000000,0000000a,00000006,0000004c
10:06:11:435,0,24825.833022,00000012,00000271,000003ef,00000000,00000009,00000007,00000048
10:06:11:464,0,24825.843859,00000012,0000026d,000003f0,00000000,00000000,00000006,0000004c
10:06:11:508,0,24825.854825,00000012,00000268,000003f2,00000000,00000007,00000000,00000048
10:06:11:537,0,24825.865676,00000012,00000264,000003f4,00000000,00000006,00000000,00000043
10:06:11:568,0,24825.876820,00000012,00000261,000003f6,00000000,00000000,00000005,0000005a
10:06:11:609,0,24825.887533,00000012,0000025d,000003f7,00000000,00000005,00000000,0000001f
10:06:11:649,0,24825.898242,00000012,0000025a,000003f8,00000000,00000000,00000000,fffffffd
10:06:11:678,0,24825.909111,00000012,00000258,00000000,00000000,00000004,00000000,00000000
10:06:11:696,0,24825.920064,00000012,00000255,00000000,00000000,00000000,00000000,00000000
10:06:11:730,0,24825.930937,00000012,00000250,000003f6,00000000,00000006,00000005,0000000e
10:06:11:774,0,24825.941979,00000012,0000024a,000003f4,00000000,00000009,00000008,0000003a
10:06:11:803,0,24825.952783,00000012,00000243,000003ef,00000000,00000000,00000006,00000043
10:06:11:830,0,24825.963747,00000012,0000023b,000003ea,00000000,00000000,00000007,00000000
10:06:11:869,0,24825.974612,00000012,00000230,000003e3,00000000,00000000,00000005,00000010
10:06:11:906,0,24825.985608,00000012,00000221,000003dc,00000000,00000000,00000006,00000000
10:06:11:938,0,24825.996465,00000012,0000020f,000003d4,00000000,00000000,00000000,0000004d
10:06:14:040,0,24826.007524,00000012,000001f8,000003c9,00000000,0000000b,0000000a,ffffffb8
10:06:14:087,0,24826.018333,00000012,000001de,000003bc,00000000,00000009,00000006,0000005a
10:06:14:124,0,24826.029291,00000012,000001c4,000003b4,00000000,0000000a,0000000a,00000036
10:06:14:166,0,24826.040073,00000012,000001ac,000003ad,00000000,00000009,00000009,0000005a
10:06:14:192,0,24826.051010,00000012,0000019a,000003aa,00000000,00000000,00000004,00000000
10:06:14:224,0,24826.061896,00000012,00000188,000003a9,00000000,00000000,00000007,00000000
10:06:14:253,0,24826.072916,00000012,00000178,000003ab,00000000,0000000e,0000000a,00000000
10:06:14:297,0,24828.650317,00000013,00000258,000003e3,00000000,00000008,00000000,00000000
10:06:14:910,0,24828.670348,00000013,0000023e,000003df,00000000,00000007,00000004,0000002d
10:06:14:960,0,24828.681306,00000013,00000225,000003da,00000000,00000009,00000006,00000014
10:06:15:002,0,24828.692272,00000013,0000020f,000003d7,00000000,00000005,00000000,0000002d
10:06:15:041,0,24828.703367,00000013,000001f4,000003d5,00000000,00000009,00000000,00000000
10:06:15:059,0,24828.714123,00000013,000001dc,00000000,00000000,00000000,00000008,00000000
10:06:15:092,0,24828.724878,00000013,000001c1,000003d4,00000000,00000000,00000006,00000000
10:06:15:121,0,24828.735701,00000013,000001a9,000003d6,00000000,00000000,00000009,0000005a
10:06:15:159,0,24829.538831,00000014,00000240,000003e3,00000000,00000000,00000008,00000040
10:06:15:202,0,24829.548472,00000014,00000233,000003de,00000000,00000000,00000005,00000000
10:06:15:837,0,24829.559451,00000014,00000220,000003db,00000000,00000000,00000008,0000001e
10:06:15:875,0,24829.570130,00000014,00000207,000003d8,00000000,00000000,00000006,0000000f
10:06:15:916,0,24829.581101,00000014,000001ea,000003d5,00000000,00000000,00000008,00000048
10:06:15:951,0,24829.592001,00000014,000001ce,000003d3,00000000,00000000,00000009,0000002d
10:06:15:981,0,24829.602649,00000014,000001b7,000003d5,00000000,00000005,00000006,ffffffd3
10:06:16:033,0,24830.438773,00000015,0000012c,000003f7,00000000,00000009,00000008,ffffffa6
10:06:16:063,0,24830.459052,00000015,0000015a,000003ee,00000000,0000000a,0000000a,00000021
10:06:16:109,0,24830.469960,00000015,0000017c,000003ea,00000000,0000000b,00000009,00000000
10:06:16:149,0,24830.480718,00000015,000001a7,000003e8,00000000,00000007,00000006,ffffffa6
10:06:16:191,0,24830.491632,00000015,000001cd,000003e9,00000000,00000008,00000005,0000005a
10:06:16:236,0,24830.502480,00000015,000001ee,000003eb,00000000,00000009,00000007,0000004f
10:06:16:268,0,24830.513323,00000015,0000020a,000003ee,00000000,00000008,00000006,0000001d
10:06:16:289,0,24830.523960,00000015,0000021c,00000000,00000000,00000009,00000000,0000005a
10:06:16:321,0,24830.535083,00000015,00000229,000003ed,00000000,00000000,00000006,00000045
10:06:16:360,0,24830.545910,00000015,00000232,000003ea,00000000,00000007,00000000,00000037
10:06:16:390,0,24830.556801,00000015,00000235,00000000,00000000,00000000,00000007,0000003c
10:06:16:437,0,24830.761132,00000016,00000112,000003ee,00000000,00000006,00000000,00000020
10:06:16:477,0,24830.770852,00000016,00000116,000003eb,00000000,00000009,00000006,0000005a
10:06:16:505,0,24830.781617,00000016,00000120,000003e6,00000000,00000000,00000008,ffffffa6
10:06:16:534,0,24830.792605,00000016,00000131,000003e1,00000000,00000000,00000006,00000016
10:06:16:573,0,24830.803477,00000016,0000014c,000003de,00000000,00000000,00000009,0000003c
10:06:16:608,0,24830.814385,00000016,0000016f,000003df,00000000,0000000c,00000000,0000005a
10:06:16:640,0,24830.825153,00000016,0000019a,000003e2,00000000,00000009,00000000,0000002d
10:06:16:680,0,24830.836062,00000016,000001c2,000003e5,00000000,00000006,00000007,00000039
10:06:16:723,0,24830.847069,00000016,000001e7,000003e9,00000000,0000000a,00000009,ffffffa6
10:06:16:750,0,24830.857588,00000016,00000205,000003f2,00000000,00000004,00000000,00000000
10:06:16:780,0,24830.868542,00000016,00000217,000003f4,00000000,00000007,00000007,00000041
10:06:17:397,0,24831.171046,00000017,00000129,000003da,00000000,00000009,00000009,0000005a
10:06:17:448,0,24831.191578,00000017,00000142,000003d1,00000000,00000007,00000007,00000018
10:06:17:489,0,24831.202418,00000017,0000015b,000003ce,00000000,00000009,00000006,ffffffa6
10:06:17:506,0,24831.213316,00000017,0000017f,000003cd,00000000,00000000,00000000,0000005a
10:06:17:547,0,24831.225375,00000017,000001ad,000003d0,00000000,00000000,00000008,00000048
10:06:17:580,0,24831.235002,00000017,000001d7,000003d5,00000000,0000000c,00000009,ffffffa6
10:06:17:622,0,24831.245811,00000017,000001fa,000003dd,00000000,00000008,00000006,00000000
10:06:17:660,0,24831.256644,00000017,00000217,000003e0,00000000,00000009,00000000,ffffffa6
10:06:18:228,0,24832.005414,00000018,00000137,000003d1,00000000,00000007,00000000,00000000
10:06:18:276,0,24832.014923,00000018,00000145,000003cc,00000000,00000005,00000007,00000035
10:06:18:320,0,24832.025806,00000018,0000015b,000003c5,00000000,00000009,00000006,ffffffa6
10:06:18:339,0,24832.036611,00000018,0000017c,000003bc,00000000,00000000,00000005,00000000
10:06:18:375,0,24832.047629,00000018,000001a5,000003ba,00000000,00000007,00000004,00000000
10:06:18:408,0,24832.058840,00000018,000001ce,000003bc,00000000,00000008,00000006,00000000
10:06:18:442,0,24832.069281,00000018,000001fa,000003c4,00000000,00000006,00000007,ffffffc3
10:06:18:491,0,24832.080621,00000018,00000219,000003cb,00000000,00000009,00000008,0000005a
10:06:18:545,0,24832.850854,00000019,0000013a,000003a2,00000000,00000007,00000000,ffffffee
10:06:23:024,0,24832.860373,00000019,0000014e,0000039a,00000000,0000000a,0000000a,00000024
10:06:23:070,0,24832.871278,00000019,0000016d,00000392,00000000,0000000b,00000000,0000003c
10:06:23:105,0,24832.882301,00000019,00000198,0000038e,00000000,0000000c,00000000,00000000
10:06:23:168,0,24832.892714,00000019,000001c1,0000038f,00000000,00000005,00000000,ffffffa6
10:06:23:209,0,24832.903705,00000019,000001ef,00000392,00000000,00000009,00000004,0000005a
10:06:23:254,0,24832.914416,00000019,00000218,00000398,00000000,00000000,00000006,ffffffa6
10:06:23:420,0,24837.616733,0000001a,0000028e,000000b4,00000000,0000000e,00000008,00000000
10:06:23:519,0,24837.625792,0000001a,0000028f,00000000,00000000,0000000d,00000009,00000000
10:06:23:566,0,24837.636552,0000001a,00000291,00000000,00000000,00000000,00000000,fffffff1
10:07:01:216,1,24837.647347,0000001a,00000296,000000b1,00000000,0000000c,0000000b,ffffffd3
10:07:01:279,1,24837.658782,0000001a,0000029c,000000ad,00000000,0000000e,00000009,00000014
10:07:01:331,1,24838.570780,0000001b,00000266,000000b3,00000000,0000000c,00000000,ffffffea
10:07:01:340,1,24838.580344,0000001b,00000000,000000b2,00000000,00000000,00000000,00000000
10:07:01:363,1,24838.602391,0000001b,00000000,000000b1,00000000,0000000d,00000000,00000000
10:07:01:393,1,24838.667233,0000001b,00000267,000000b0,00000000,00000000,0000000c,ffffffe2
10:07:01:421,1,24838.678103,0000001b,00000268,00000000,00000000,0000000c,0000000b,ffffffda
10:07:01:479,1,24874.387134,0000001c,0000013b,00000301,00000000,0000000a,00000008,fffffff1
10:07:04:023,1,24875.757303,0000001d,00000137,000000c0,00000000,00000005,00000004,0000002d
10:07:04:078,1,24875.821280,0000001d,00000000,000000be,00000000,0000000e,00000009,00000000
10:07:04:142,1,24876.756822,0000001e,00000268,0000005c,00000000,00000000,00000000,fffffff4
10:07:04:180,1,24876.809741,0000001e,00000265,00000059,00000000,0000000c,00000000,00000000
10:07:04:214,1,24876.820696,0000001e,00000262,00000052,00000000,0000000f,0000000a,0000005a
10:07:04:260,1,24878.585225,0000001f,0000001f,000004c0,00000000,00000006,00000008,0000003f
10:07:04:300,1,24878.605635,0000001f,00000020,00000000,00000000,00000007,00000007,0000001e
10:07:04:339,1,24878.616532,0000001f,00000021,000004c1,00000000,00000008,00000006,00000000
10:07:09:656,1,24878.627291,0000001f,00000000,000004c5,00000000,00000009,00000000,00000000
10:07:09:698,1,24878.638225,0000001f,00000023,000004c9,00000000,00000000,00000007,00000000
10:07:09:770,1,24884.190686,00000020,000000cd,0000008f,00000000,0000000f,00000009,0000000b
10:07:09:823,1,24884.221869,00000020,000000cf,00000091,00000000,00000009,00000008,0000003c
10:07:09:858,1,24884.232752,00000020,000000d0,00000092,00000000,00000005,00000006,0000002d
10:07:09:899,1,24884.243704,00000020,00000000,00000094,00000000,00000009,00000007,00000048
10:07:09:915,1,24884.254666,00000020,000000d1,00000096,00000000,00000000,00000000,00000000
10:07:09:944,1,24884.267976,00000020,000000d2,00000099,00000000,00000008,00000000,0000003d
10:07:09:978,1,24884.279511,00000020,000000d4,0000009e,00000000,0000000b,00000008,0000001e
10:07:09:995,1,24884.290425,00000020,00000000,000000a1,00000000,00000000,00000000,00000000
10:07:10:085,1,24884.301647,00000020,00000186,00000457,00000000,00000009,00000007,ffffffeb
10:07:10:117,1,24884.312474,00000020,000000d5,000000a8,00000000,0000000c,00000000,00000000
10:07:10:182,1,24884.323682,00000020,00000181,0000044d,00000000,00000000,00000009,ffffffa6
10:07:10:233,1,24884.334456,00000020,0000017d,00000445,00000000,00000009,00000006,00000000
10:07:10:286,1,24884.345358,00000020,0000017a,0000043d,00000000,0000000e,00000007,fffffff3
10:07:10:369,1,24884.356216,00000020,00000178,00000433,00000000,0000000a,00000009,ffffffe8
10:07:10:433,1,24884.367274,00000020,00000176,00000429,00000000,0000000c,00000009,00000014
10:07:10:490,1,24884.378078,00000020,00000173,00000420,00000000,0000000e,00000000,0000000b
10:07:10:534,1,24884.388897,00000020,00000170,00000418,00000000,00000009,00000000,0000005a
10:07:10:624,1,24884.399644,00000020,0000016d,00000410,00000000,00000006,00000004,0000002d
10:07:10:698,1,24884.410850,00000020,0000016a,00000407,00000000,0000000d,0000000a,00000000
10:07:10:762,1,24884.421626,00000020,00000167,000003fd,00000000,0000000b,00000008,ffffffe2
10:07:10:829,1,24884.432637,00000020,00000164,000003f2,00000000,0000000e,00000009,00000000
10:07:10:903,1,24884.443270,00000020,00000161,000003e6,00000000,00000006,00000006,0000002d
10:07:10:971,1,24884.454374,00000020,0000015d,000003d9,00000000,0000000d,00000009,00000012
10:07:11:043,1,24884.465321,00000020,0000015a,000003cd,00000000,0000000c,00000005,ffffffa6
10:07:11:118,1,24884.476542,00000020,00000157,000003c4,00000000,0000000d,0000000a,00000000
10:07:11:181,1,24884.487291,00000020,00000155,000003bc,00000000,0000000e,0000000d,0000000f
10:07:11:236,1,24884.498136,00000020,00000152,000003b2,00000000,0000000b,0000000b,0000002d
10:07:11:312,1,24884.508841,00000020,0000014f,000003a8,00000000,0000000e,00000000,0000000c
10:07:11:385,1,24884.519728,00000020,0000014c,0000039f,00000000,0000000c,0000000a,00000000
10:07:11:436,1,24884.530790,00000020,00000149,00000396,00000000,00000000,00000009,00000016
10:07:11:514,1,24884.541635,00000020,00000146,0000038e,00000000,0000000e,00000007,00000010
10:07:11:603,1,24884.552786,00000020,00000143,00000387,00000000,0000000f,00000008,00000008
10:07:11:665,1,24884.563303,00000020,00000141,00000382,00000000,00000006,00000006,0000002d
10:07:11:718,1,24884.574261,00000020,0000013f,0000037d,00000000,00000010,00000005,00000000
10:07:11:758,1,24884.585297,00000020,0000013d,00000378,00000000,0000000f,00000009,00000000
10:07:11:818,1,24884.596341,00000020,0000013b,00000373,00000000,0000000e,0000000c,00000000
10:07:11:861,1,24884.607246,00000020,0000013a,0000036f,00000000,0000000d,00000000,fffffff1
10:07:11:902,1,24884.618186,00000020,00000139,0000036c,00000000,00000000,00000000,00000000
10:07:11:945,1,24884.629197,00000020,00000138,00000369,00000000,0000000c,00000000,00000000
10:07:12:003,1,24884.640070,00000020,00000137,00000365,00000000,0000000a,00000000,00000000
10:07:12:053,1,24884.651094,00000020,00000136,00000362,00000000,0000000b,00000000,00000000
10:07:12:119,1,24884.661697,00000020,00000135,00000360,00000000,0000000c,0000000d,ffffffd3
10:07:12:173,1,24884.672543,00000020,000000e1,0000035e,00000000,0000000e,00000000,0000005a
10:07:12:231,1,24884.683698,00000020,00000134,0000035c,00000000,00000000,00000000,0000002d
10:07:12:280,1,24884.694669,00000020,00000133,00000359,00000000,0000000d,00000000,0000005a
10:07:12:340,1,24884.705581,00000020,00000132,00000357,00000000,0000000e,00000000,0000002d
10:07:12:373,1,24884.716284,00000020,00000131,00000355,00000000,0000000f,00000000,00000000
10:07:12:414,1,24884.727185,00000020,00000130,00000353,00000000,0000000e,00000000,00000000
10:07:12:462,1,24884.738153,00000020,000000de,00000352,00000000,0000000f,00000000,00000000
10:07:12:531,1,24884.748996,00000020,0000012f,00000351,00000000,0000000e,0000000c,00000000
10:07:12:562,1,24884.759840,00000020,0000012e,00000350,00000000,00000000,00000000,00000000
10:07:12:628,1,24884.770582,00000020,000000dc,0000034e,00000000,00000005,00000006,ffffffd3
10:07:12:674,1,24884.781349,00000020,000000db,0000034d,00000000,00000006,00000004,0000002d
10:07:12:706,1,24884.791961,00000020,00000000,0000034c,00000000,00000004,00000006,ffffffd3
10:07:12:755,1,24884.803259,00000020,00000000,0000034b,00000000,00000000,0000000d,0000002d
10:07:12:787,1,24884.814153,00000020,00000000,0000034a,00000000,00000009,00000009,ffffffa6
10:07:12:840,1,24884.844990,00000000,000000da,00000174,00000000,0000000c,00000009,ffffffec
10:07:12:879,1,24886.621017,00000022,000000ca,000000f0,00000000,00000009,00000000,0000003c
10:07:12:903,1,24886.663316,00000022,000000c9,000000ed,00000000,00000000,00000006,0000004d
10:07:12:923,1,24886.674291,00000022,000000c7,000000ea,00000000,00000000,00000007,00000021
10:07:12:954,1,24886.685224,00000022,000000c5,000000e6,00000000,00000000,0000000a,00000029
10:07:12:978,1,24886.696105,00000022,000000c3,000000e3,00000000,00000000,00000007,00000024
10:07:13:015,1,24886.707028,00000022,000000c0,000000e0,00000000,00000008,00000008,ffffffeb
10:07:13:050,1,24886.717787,00000022,000000bd,000000dc,00000000,00000006,00000007,fffffff0
10:07:13:089,1,24886.728898,00000022,000000bb,000000da,00000000,00000007,00000006,0000005a
10:07:13:119,1,24886.739856,00000022,000000b8,000000d7,00000000,00000009,00000009,0000002d
10:07:13:155,1,24886.750708,00000022,000000b5,000000d4,00000000,00000008,00000007,0000000c
10:07:13:185,1,24886.761658,00000022,000000b2,000000d1,00000000,00000009,00000005,0000000a
10:07:13:222,1,24886.772444,00000022,000000af,000000ce,00000000,00000000,00000006,00000000
10:07:13:248,1,24886.783351,00000022,000000ad,000000cb,00000000,00000000,00000000,00000000
10:07:13:276,1,24886.794264,00000022,000000ab,000000c8,00000000,00000000,00000007,00000000
10:07:13:321,1,24886.805312,00000022,000000a8,000000c3,00000000,0000000d,00000008,00000000
10:07:13:363,1,24886.816231,00000022,000000a5,000000bc,00000000,0000000b,00000009,00000000
10:07:13:403,1,24886.827076,00000022,000000a2,000000b5,00000000,00000000,0000000b,0000002d
10:07:13:450,1,24886.838011,00000022,0000009f,000000ae,00000000,0000000c,0000000a,00000000
10:07:13:491,1,24886.849002,00000022,0000009a,000000a5,00000000,00000009,00000009,0000005a
10:07:13:519,1,24886.859769,00000022,00000096,0000009d,00000000,00000006,00000005,0000002d
10:07:13:555,1,24886.870883,00000022,0000008f,00000092,00000000,0000000d,0000000b,ffffffd3
10:07:13:597,1,24886.881903,00000022,0000008a,0000008b,00000000,0000000c,0000000c,0000001e
10:07:13:625,1,24886.892700,00000022,00000085,00000084,00000000,00000000,0000000b,00000000
10:07:13:647,1,24886.903640,00000022,00000080,0000007c,00000000,00000000,0000000a,00000000
10:07:13:687,1,24886.914374,00000022,0000007a,00000074,00000000,0000000e,00000007,0000000d
10:07:13:718,1,24886.925083,00000022,00000075,0000006c,00000000,00000009,00000008,00000000
10:07:13:745,1,24886.936077,00000022,00000071,00000064,00000000,0000000e,00000009,00000000
10:07:13:769,1,24886.947034,00000022,0000006d,0000005d,00000000,0000000d,00000000,00000000
10:07:13:808,1,24886.957884,00000022,0000006a,00000057,00000000,0000000c,00000000,00000016
10:07:13:841,1,24886.968860,00000022,00000067,00000052,00000000,00000000,0000000c,00000024
10:07:13:878,1,24886.979703,00000022,00000066,0000004e,00000000,0000000b,00000009,00000000
10:07:13:900,1,24886.990634,00000022,00000064,0000004a,00000000,0000000c,00000000,00000000
10:07:13:935,1,24887.001565,00000022,00000063,00000047,00000000,0000000d,00000000,fffffff1
10:07:13:966,1,24887.012491,00000022,00000062,00000044,00000000,00000000,00000000,00000000
10:07:13:980,1,24887.023393,00000022,00000061,00000042,00000000,00000000,00000000,00000000
10:07:14:004,1,24887.034252,00000022,00000060,00000040,00000000,0000000e,00000000,00000000
10:07:14:014,1,24887.045214,00000022,00000000,0000003e,00000000,00000000,00000000,00000000
10:07:14:031,1,24887.055985,00000022,00000000,0000003c,00000000,00000009,00000000,0000005a
10:07:14:048,1,24887.066931,00000022,00000000,0000003a,00000000,00000000,00000000,ffffffa6
10:07:23:826,1,24887.078000,00000022,00000000,00000039,00000000,00000000,00000000,0000005a
10:07:23:867,1,24887.088743,00000022,00000000,00000038,00000000,00000005,00000006,ffffffd3
10:07:23:906,1,24887.099744,00000022,0000005f,00000037,00000000,00000006,00000005,0000002d
10:07:23:932,1,24887.110642,00000022,0000005e,00000036,00000000,00000000,00000006,00000000
10:07:23:951,1,24887.121498,00000022,00000000,00000035,00000000,00000000,00000000,00000000
10:07:23:981,1,24887.132490,00000022,0000005c,00000033,00000000,00000009,00000000,0000000f
10:07:24:028,1,24898.419660,00000023,00000031,000004cd,00000000,00000000,00000009,0000005a
10:07:24:046,1,24898.429194,00000023,00000032,00000000,00000000,00000005,00000004,ffffffd3
10:07:24:072,1,24898.440100,00000023,00000033,00000000,00000000,00000000,00000005,0000002d
10:07:24:096,1,24898.450812,00000023,00000034,000004ce,00000000,00000006,00000000,ffffffd3
10:07:37:330,1,24898.461747,00000023,00000035,00000000,00000000,00000009,00000008,00000000
10:07:37:359,1,24898.472557,00000023,00000036,000004cf,00000000,00000000,00000000,00000000
10:07:37:413,1,24898.483530,00000023,0000003a,000004d2,00000000,00000007,00000007,00000012
10:07:37:466,1,24898.494194,00000023,00000041,000004d7,00000000,00000005,00000001,00000000
10:07:37:514,1,24907.841595,00000024,0000008f,00000313,00000000,00000009,00000008,00000000
10:07:37:545,1,24907.883723,00000024,00000000,00000314,00000000,0000000d,00000009,0000005a
10:07:37:656,1,24911.905811,00000026,00000184,00000464,00000000,00000007,00000000,00000000
10:07:37:703,1,24911.927036,00000026,00000182,0000045f,00000000,00000009,00000007,ffffffee
10:07:37:772,1,24911.938287,00000026,00000180,0000045b,00000000,0000000a,00000008,0000001a
10:07:37:853,1,24911.949356,00000026,0000017e,00000457,00000000,0000000b,00000009,00000015
10:07:37:917,1,24911.960297,00000026,0000017a,00000452,00000000,0000000d,00000007,0000000f
10:07:37:987,1,24911.971424,00000026,00000177,0000044c,00000000,00000009,00000008,00000000
10:07:38:060,1,24911.982403,00000026,00000175,00000448,00000000,00000005,00000007,0000002d
10:07:38:139,1,24911.993446,00000026,00000174,00000444,00000000,00000009,00000009,00000000
10:07:38:213,1,24912.004547,00000026,00000172,0000043f,00000000,0000000e,00000006,ffffffc4
10:07:38:286,1,24912.015692,00000026,00000171,00000439,00000000,0000000d,00000009,ffffffea
10:07:38:353,1,24912.026699,00000026,00000170,00000433,00000000,0000000c,00000008,ffffffe2
10:07:38:407,1,24912.038168,00000026,0000016e,0000042b,00000000,0000000f,00000009,00000016
10:07:38:487,1,24912.049280,00000026,0000016c,00000423,00000000,0000000d,0000000b,00000000
10:07:38:557,1,24912.060349,00000026,0000016a,0000041a,00000000,0000000a,00000000,0000005a
10:07:38:621,1,24912.071444,00000026,00000168,00000411,00000000,00000009,0000000c,0000002d
10:07:38:703,1,24912.082542,00000026,00000165,00000406,00000000,0000000b,00000009,00000019
10:07:38:756,1,24912.093539,00000026,00000161,000003fc,00000000,0000000c,00000000,ffffffe5
10:07:38:841,1,24912.104396,00000026,0000015e,000003f3,00000000,0000000e,00000008,fffffff1
10:07:38:899,1,24912.115515,00000026,0000015a,000003ea,00000000,00000000,0000000c,00000000
10:07:38:962,1,24912.126440,00000026,00000156,000003e1,00000000,0000000b,00000009,ffffffa6
10:07:39:018,1,24912.137609,00000026,00000153,000003d9,00000000,0000000e,0000000a,00000000
10:07:39:059,1,24912.148630,00000026,00000151,000003d4,00000000,0000000d,0000000a,00000000
10:07:39:126,1,24912.159767,00000026,0000014e,000003ce,00000000,0000000c,0000000b,0000005a
10:07:39:176,1,24912.171003,00000026,0000014b,000003c7,00000000,0000000c,0000000a,00000000
10:07:39:244,1,24912.182094,00000026,00000148,000003c0,00000000,0000000b,0000000d,0000002d
10:07:39:301,1,24912.192556,00000026,00000145,000003ba,00000000,0000000e,00000009,00000012
10:07:39:335,1,24912.203486,00000026,00000142,000003b6,00000000,00000000,00000000,0000000b
10:07:39:392,1,24912.214495,00000026,0000013f,000003b0,00000000,00000015,0000000b,00000000
10:07:39:435,1,24912.225443,00000026,0000013d,000003ac,00000000,00000016,00000000,00000000
10:07:39:472,1,24912.236464,00000026,0000013b,000003a8,00000000,00000000,00000000,00000000
10:07:39:521,1,24912.247325,00000026,00000139,000003a4,00000000,00000017,00000000,00000000
10:07:39:554,1,24912.258382,00000026,00000138,000003a1,00000000,00000000,0000000f,00000003
10:07:39:609,1,24912.269175,00000026,00000136,0000039e,00000000,0000000d,0000000e,0000000c
10:07:39:640,1,24912.280110,00000026,00000135,0000039c,00000000,00000000,00000000,00000000
10:07:39:713,1,24912.291042,00000026,00000134,0000039a,00000000,0000000f,0000000c,0000000f
10:07:39:763,1,24912.302048,00000026,00000132,00000398,00000000,0000000c,00000008,00000019
10:07:39:818,1,24912.312905,00000026,00000131,00000397,00000000,00000000,00000009,00000014
