timestamp,phone_orient,time,tracking_id,X_start,y_stop,mid_stroke_pressure,stroke_area_covered,finger_width,finger_orient
10:26:06:966,1,26018.735224,00000100,97,631,0,0.0,0,5
10:27:03:197,1,26075.636029,0000011b,178,630,0,0.0,8,0
