10:15:20:865,0,25371.236240,0000005e,00000170,00000455,00000000,00000009,00000009,00000000
10:15:20:909,0,25371.245517,0000005e,0000016f,00000000,00000000,0000000b,00000000,00000036
10:15:20:952,0,25371.278129,0000005e,0000016e,00000000,00000000,0000000c,0000000b,00000000
10:15:20:975,0,25371.289079,0000005e,0000016d,00000000,00000000,00000000,00000000,0000003c
10:15:21:012,0,25371.322102,0000005e,0000016c,00000000,00000000,0000000b,0000000a,00000036
10:15:21:063,0,25375.417499,0000005f,000000a1,00000384,00000000,00000009,00000006,00000024
10:15:21:082,0,25375.426508,0000005f,000000a7,0000037c,00000000,00000000,00000009,0000005a
10:15:21:106,0,25375.437447,0000005f,000000b1,00000374,00000000,00000007,00000007,00000024
10:15:21:129,0,25375.448457,0000005f,000000be,00000367,00000000,00000009,00000000,0000005a
10:15:21:157,0,25375.459338,0000005f,000000ce,0000035a,00000000,00000004,00000000,0000002d
10:15:21:194,0,25375.470564,0000005f,000000e3,00000351,00000000,00000009,00000008,0000005a
10:15:21:221,0,25375.481490,0000005f,000000f7,0000034d,00000000,00000000,00000006,00000036
10:15:21:247,0,25375.492399,0000005f,0000010f,0000034a,00000000,0000000c,00000009,0000005a
10:15:21:280,0,25375.503283,0000005f,00000125,0000034c,00000000,00000009,00000007,0000004b
10:15:21:303,0,25375.514367,0000005f,0000013e,0000034f,00000000,0000000b,00000006,0000005a
10:15:21:328,0,25375.525343,0000005f,00000157,00000356,00000000,00000009,00000007,00000000
10:15:21:362,0,25375.536536,0000005f,0000016c,0000035c,00000000,0000000a,0000000a,0000002d
10:15:21:400,0,25375.549739,0000005f,00000183,00000364,00000000,00000009,00000007,0000004b
10:15:21:423,0,25375.558228,0000005f,00000196,0000036b,00000000,00000000,00000006,00000000
10:15:26:071,0,25375.569093,0000005f,000001ad,00000370,00000000,00000000,00000007,00000000
10:15:26:132,0,25375.580170,0000005f,000001c2,00000376,00000000,00000004,00000006,0000002d
10:15:26:223,0,25375.590985,0000005f,000001d7,00000379,00000000,00000009,00000005,fffffff7
10:15:26:248,0,25375.602037,0000005f,000001e9,0000037b,00000000,00000000,00000008,ffffffa6
10:15:26:302,0,25375.612926,0000005f,000001f9,0000037a,00000000,00000006,00000006,0000002d
10:15:26:352,0,25380.643191,00000060,00000103,000000af,00000000,0000000c,00000009,ffffffea
10:15:26:400,0,25380.663177,00000060,00000104,000000b0,00000000,0000000a,00000008,ffffffe7
10:15:26:439,0,25380.674147,00000060,00000105,00000000,00000000,0000000b,00000000,ffffffea
10:15:49:576,0,25380.684770,00000060,00000107,000000af,00000000,0000000a,0000000a,ffffffd6
10:15:49:633,0,25389.329057,00000061,000000f1,00000341,00000000,00000008,00000006,00000000
10:15:49:666,0,25389.371398,00000061,000000f2,00000000,00000000,00000009,00000008,00000000
10:15:49:711,0,25399.884829,00000062,0000018d,000001d5,00000000,00000000,00000007,0000000f
10:15:49:741,0,25399.916430,00000062,0000018f,000001d4,00000000,0000000b,0000000b,ffffffd3
10:15:49:791,0,25403.122431,00000063,00000032,00000091,00000000,00000009,00000009,0000005a
10:15:49:830,0,25404.163096,00000064,000001a6,00000232,00000000,00000000,0000000a,00000024
10:16:02:141,0,25411.390518,00000065,000001b0,0000025b,00000000,0000000e,0000000b,ffffffea
10:16:02:186,0,25411.410623,00000065,000001b1,00000000,00000000,00000000,00000000,00000000
10:16:02:233,0,25411.421294,00000065,000001b5,0000025a,00000000,00000007,00000007,ffffffd9
10:16:02:273,0,25411.432304,00000065,000001bb,0000025b,00000000,0000000d,00000009,ffffffee
10:16:02:360,0,25416.631815,00000066,000000d6,0000016f,00000000,00000009,00000007,00000050
10:16:02:405,0,25416.666014,00000066,000000d3,0000016e,00000000,00000000,00000004,00000054
10:16:02:446,0,25416.677410,00000066,000000d1,00000000,00000000,00000000,00000002,ffffffa6
10:16:02:481,0,25416.688950,00000066,000000ce,00000000,00000000,00000000,00000003,ffffffac
10:16:02:529,0,25416.700381,00000066,000000c8,0000016f,00000000,00000008,00000007,00000027
10:16:02:572,0,25416.711683,00000066,000000c3,00000172,00000000,00000003,00000006,0000002d
10:16:02:614,0,25416.723270,00000066,000000bc,00000176,00000000,00000006,00000000,ffffffec
10:16:02:648,0,25416.734491,00000066,000000b6,00000178,00000000,00000004,00000007,ffffffd3
10:16:02:675,0,25416.746086,00000066,000000ad,0000017b,00000000,00000009,00000006,0000005a
10:16:02:714,0,25416.757474,00000066,000000a5,0000017d,00000000,0000000a,00000007,00000000
10:16:02:761,0,25416.768831,00000066,0000009c,00000180,00000000,00000009,00000006,0000003c
10:16:02:807,0,25416.780307,00000066,00000095,00000182,00000000,00000000,00000007,00000016
10:16:02:838,0,25416.791809,00000066,0000008a,00000185,00000000,0000000a,0000000a,0000002d
10:16:02:886,0,25416.803015,00000066,00000080,00000188,00000000,00000009,00000006,0000000f
10:16:02:911,0,25416.814376,00000066,00000079,0000018a,00000000,00000005,00000000,0000002d
10:16:02:945,0,25416.825654,00000066,00000072,0000018d,00000000,00000009,00000007,0000005a
10:16:02:970,0,25416.837042,00000066,0000006b,00000190,00000000,00000000,00000000,00000000
10:16:03:011,0,25416.848705,00000066,00000065,00000194,00000000,0000000a,00000009,ffffffea
10:16:03:053,0,25416.860286,00000066,0000005d,00000199,00000000,00000009,00000008,0000005a
10:16:03:080,0,25416.871685,00000066,00000057,0000019e,00000000,00000000,00000009,00000000
10:16:03:099,0,25416.883128,00000066,00000052,000001a2,00000000,0000000a,00000000,00000000
10:16:03:131,0,25416.894520,00000066,0000004e,000001a6,00000000,0000000b,0000000a,00000000
10:16:03:158,0,25416.905849,00000066,0000004a,000001aa,00000000,0000000c,00000008,0000005a
10:16:03:185,0,25416.917064,00000066,00000046,000001af,00000000,00000009,00000007,00000000
10:16:03:220,0,25416.928403,00000066,00000042,000001b4,00000000,00000000,00000008,0000001e
10:16:03:246,0,25416.939849,00000066,00000040,000001b7,00000000,00000000,00000000,00000000
10:16:03:280,0,25416.951327,00000066,0000003f,000001bb,00000000,00000000,00000007,0000003c
10:16:03:313,0,25416.962794,00000066,0000003e,000001c3,00000000,0000000a,0000000a,00000027
10:16:03:350,0,25416.974204,00000066,0000003d,000001c9,00000000,00000009,0000000b,ffffffd3
10:16:03:375,0,25416.985626,00000066,0000003b,000001d1,00000000,0000000b,00000009,00000000
10:16:03:396,0,25416.996966,00000066,00000000,000001d8,00000000,00000007,00000004,0000002d
10:16:03:431,0,25417.008424,00000066,0000003a,000001e0,00000000,00000005,00000005,00000000
10:16:03:469,0,25417.019846,00000066,00000039,000001e9,00000000,00000009,00000006,0000003a
10:16:03:521,0,25417.031485,00000066,00000038,000001f2,00000000,0000000b,0000000a,00000036
10:16:03:543,0,25417.042650,00000066,00000000,000001fb,00000000,0000000a,00000009,00000000
10:16:03:575,0,25417.053952,00000066,00000037,00000204,00000000,00000009,00000008,0000005a
10:16:03:598,0,25417.065576,00000066,00000000,0000020d,00000000,00000000,00000009,00000000
10:16:03:627,0,25417.076840,00000066,00000000,00000215,00000000,00000000,00000008,00000000
10:16:03:651,0,25417.088257,00000066,00000000,00000220,00000000,0000000a,0000000a,0000002d
10:16:03:688,0,25417.099783,00000066,00000000,0000022a,00000000,00000000,00000009,00000000
10:16:03:733,0,25417.111067,00000066,00000000,00000236,00000000,00000009,00000008,0000005a
10:16:03:765,0,25417.122396,00000066,00000036,00000240,00000000,00000000,00000009,00000000
10:16:03:788,0,25417.133883,00000066,00000000,00000249,00000000,00000000,00000007,0000004b
10:16:03:816,0,25417.145315,00000066,00000000,00000256,00000000,0000000a,0000000a,0000003c
10:16:03:856,0,25417.156757,00000066,00000000,00000260,00000000,0000000b,00000009,00000000
10:16:03:883,0,25417.168137,00000066,00000000,0000026b,00000000,00000009,00000000,0000005a
10:16:03:908,0,25417.179555,00000066,00000000,00000274,00000000,00000000,00000000,0000003c
10:16:03:946,0,25417.190786,00000066,00000035,0000027e,00000000,00000000,00000006,0000004e
10:16:03:972,0,25417.202257,00000066,00000034,0000028b,00000000,0000000a,0000000a,0000002d
10:16:04:015,0,25417.213676,00000066,00000033,00000297,00000000,00000009,00000008,0000005a
10:16:04:034,0,25417.225187,00000066,00000000,000002a1,00000000,00000000,00000009,00000000
10:16:04:061,0,25417.236542,00000066,00000032,000002ac,00000000,00000000,00000007,ffffffa6
10:16:04:085,0,25417.248134,00000066,00000000,000002b8,00000000,00000000,0000000a,00000048
10:16:04:128,0,25417.259276,00000066,00000031,000002c4,00000000,00000000,00000006,0000004d
10:16:04:162,0,25417.270735,00000066,00000000,000002ce,00000000,00000000,00000009,0000003c
10:16:04:201,0,25417.282158,00000066,0000002f,000002d8,00000000,00000000,00000008,0000005a
10:16:04:226,0,25417.293548,00000066,0000002e,000002e4,00000000,00000000,00000009,ffffffa6
10:16:04:260,0,25417.304886,00000066,00000000,000002f2,00000000,00000000,00000006,0000004d
10:16:04:272,0,25417.316328,00000066,00000000,000002fb,00000000,00000000,00000000,0000003c
10:16:04:308,0,25417.327813,00000066,0000002d,00000305,00000000,00000007,00000004,0000002d
10:16:04:334,0,25417.339206,00000066,00000000,0000030f,00000000,00000009,00000007,0000005a
10:16:04:381,0,25417.350670,00000066,0000002b,0000031a,00000000,0000000a,0000000a,ffffffd3
10:16:04:420,0,25417.362110,00000066,0000002a,00000324,00000000,00000000,00000008,0000001b
10:16:04:460,0,25417.373442,00000066,00000029,0000032c,00000000,00000008,00000007,0000003c
10:16:04:486,0,25417.384830,00000066,00000000,00000333,00000000,00000009,00000008,00000000
10:16:04:513,0,25417.396203,00000066,00000000,0000033c,00000000,00000004,00000007,ffffffd3
10:16:04:542,0,25417.407733,00000066,00000000,00000345,00000000,0000000a,00000008,ffffffea
10:16:04:570,0,25417.419094,00000066,00000000,0000034f,00000000,00000000,00000009,00000027
10:16:04:612,0,25417.430541,00000066,0000002a,00000358,00000000,00000009,00000007,00000040
10:16:04:625,0,25417.441848,00000066,00000000,00000360,00000000,00000000,00000000,0000001e
10:16:04:656,0,25417.453137,00000066,00000000,00000369,00000000,00000007,00000005,0000002d
10:16:04:700,0,25417.464658,00000066,00000000,00000370,00000000,00000009,00000008,0000005a
10:16:04:735,0,25417.476199,00000066,00000029,00000378,00000000,0000000a,00000009,ffffffea
10:16:04:756,0,25417.487629,00000066,00000000,0000037e,00000000,00000000,0000000b,ffffffd3
10:16:04:778,0,25417.498992,00000066,00000000,00000385,00000000,00000008,00000007,00000043
10:16:04:812,0,25417.510476,00000066,00000000,0000038c,00000000,00000000,00000006,00000040
10:16:04:838,0,25417.521826,00000066,00000000,00000391,00000000,00000009,00000007,00000000
10:16:04:866,0,25417.533287,00000066,0000002a,00000396,00000000,00000000,00000006,0000003c
10:16:04:904,0,25417.544611,00000066,00000000,0000039a,00000000,00000006,00000005,0000002d
10:16:04:938,0,25417.556077,00000066,00000000,0000039d,00000000,00000009,00000008,0000001e
10:16:04:978,0,25417.567481,00000066,00000000,000003a0,00000000,00000007,00000005,0000002d
10:16:05:002,0,25417.578848,00000066,00000000,000003a3,00000000,00000009,00000008,0000005a
10:16:05:022,0,25417.590180,00000066,00000000,000003a6,00000000,00000008,00000007,00000000
10:16:05:044,0,25417.601601,00000066,00000029,000003aa,00000000,00000000,00000008,ffffffb8
10:16:05:071,0,25417.613221,00000066,00000000,000003ad,00000000,0000000a,00000000,fffffff1
10:16:05:103,0,25417.624611,00000066,00000000,000003b0,00000000,00000008,00000009,ffffffe2
10:16:05:133,0,25417.636014,00000066,00000000,000003b2,00000000,00000009,0000000a,ffffffdc
10:16:05:168,0,25417.647508,00000066,00000000,000003b5,00000000,0000000a,0000000b,ffffffd3
10:16:05:193,0,25417.658798,00000066,00000000,000003b7,00000000,0000000b,0000000a,00000032
10:16:05:230,0,25417.670264,00000066,00000000,000003b9,00000000,00000009,00000009,00000036
10:16:05:251,0,25417.681532,00000066,00000000,000003bc,00000000,00000008,00000008,00000049
10:16:05:268,0,25417.693036,00000066,00000000,000003be,00000000,00000009,00000007,00000000
10:16:05:287,0,25417.704412,00000066,00000000,000003c0,00000000,00000008,00000000,00000048
10:16:05:308,0,25417.715884,00000066,00000000,000003c1,00000000,00000009,00000000,00000049
10:16:05:333,0,25417.727220,00000066,00000000,000003c2,00000000,00000008,00000000,00000043
10:16:05:379,0,25417.750068,00000066,0000002a,000003c1,00000000,0000000b,00000009,fffffff1
10:16:05:430,0,25418.469248,00000067,000000c8,000001f9,00000000,00000000,00000000,00000000
10:16:05:472,0,25418.492101,00000067,000000ca,000001fd,00000000,00000009,00000008,ffffffa6
10:16:05:495,0,25418.503364,00000067,000000cb,00000202,00000000,00000000,00000006,0000005a
10:16:05:512,0,25418.514941,00000067,00000000,00000207,00000000,00000000,00000008,00000000
10:16:05:528,0,25418.526286,00000067,00000000,0000020e,00000000,00000000,00000009,00000000
10:16:05:548,0,25418.537738,00000067,00000000,00000216,00000000,00000000,00000008,00000000
10:16:05:587,0,25418.549370,00000067,000000ca,0000021f,00000000,0000000a,00000009,00000000
10:16:05:602,0,25418.560603,00000067,000000cc,0000022d,00000000,00000000,00000000,00000000
10:16:05:632,0,25418.571973,00000067,00000000,00000239,00000000,00000009,00000000,ffffffa6
10:16:05:665,0,25418.583426,00000067,00000000,00000245,00000000,00000000,00000008,0000005a
10:16:05:688,0,25418.594854,00000067,00000000,00000256,00000000,0000000a,0000000a,ffffffd3
10:16:05:727,0,25418.606199,00000067,00000000,00000264,00000000,00000009,00000008,ffffffa6
10:16:05:748,0,25418.617608,00000067,000000cd,00000271,00000000,00000000,00000009,0000005a
10:16:05:773,0,25418.629135,00000067,00000000,00000280,00000000,0000000a,0000000a,ffffffd3
10:16:05:801,0,25418.640468,00000067,00000000,00000291,00000000,00000009,00000007,0000005a
10:16:05:829,0,25418.651918,00000067,000000cc,000002a0,00000000,00000000,00000009,00000000
10:16:05:864,0,25418.663274,00000067,000000cb,000002b0,00000000,0000000b,00000000,0000002d
10:16:05:888,0,25418.674714,00000067,00000000,000002be,00000000,0000000a,00000000,00000000
10:16:05:911,0,25418.686122,00000067,00000000,000002cb,00000000,00000009,00000008,00000048
10:16:05:930,0,25418.697685,00000067,00000000,000002d6,00000000,00000000,00000009,0000003c
10:16:05:953,0,25418.709140,00000067,00000000,000002e3,00000000,0000000a,00000000,00000000
10:16:05:979,0,25418.720676,00000067,000000ca,000002f2,00000000,0000000c,00000000,00000019
10:16:06:002,0,25418.731883,00000067,000000c9,000002fe,00000000,00000009,00000000,0000003c
10:16:06:033,0,25418.743374,00000067,00000000,00000308,00000000,00000000,00000008,0000005a
10:16:06:084,0,25418.754828,00000067,000000c8,00000315,00000000,00000000,00000009,ffffffa6
10:16:06:099,0,25418.766153,00000067,00000000,00000322,00000000,00000000,00000006,0000004e
10:16:06:121,0,25418.777572,00000067,00000000,0000032e,00000000,00000000,00000008,00000048
