11:16:56:581,0,2881.400379,00000368,000000a2,0000036b,00000000,00000000,00000006,ffffffb5
11:16:56:690,0,2881.409746,00000368,000000a3,00000369,00000000,0000000a,00000009,ffffffe5
11:16:56:762,0,2881.420730,00000368,000000a6,00000366,00000000,0000000c,0000000a,0000003c
11:16:56:807,0,2881.431570,00000368,000000ae,00000362,00000000,0000000b,00000008,0000005a
11:16:56:854,0,2881.442244,00000368,000000bd,0000035e,00000000,00000000,0000000a,00000036
11:16:56:906,0,2881.453162,00000368,000000d4,00000359,00000000,00000009,00000005,0000005a
11:16:56:967,0,2881.463900,00000368,000000f3,00000354,00000000,00000000,00000007,00000040
11:16:57:014,0,2881.474804,00000368,00000118,00000351,00000000,00000000,00000000,0000004b
11:16:57:074,0,2881.485749,00000368,00000144,00000350,00000000,00000000,00000000,0000005a
11:16:57:156,0,2881.496793,00000368,0000016d,00000351,00000000,0000000c,00000009,ffffffb8
11:16:57:222,0,2881.507755,00000368,00000196,00000354,00000000,0000000a,00000005,ffffffa6
11:16:57:300,0,2881.518377,00000368,000001bb,00000356,00000000,00000009,00000007,0000004e
11:16:57:377,0,2881.529269,00000368,000001db,00000359,00000000,00000007,00000000,0000005a
11:16:57:456,0,2881.540220,00000368,000001fa,0000035b,00000000,00000000,00000008,ffffffd3
11:16:57:526,0,2881.551062,00000368,00000216,0000035e,00000000,00000009,00000003,00000054
11:16:57:580,0,2881.561917,00000368,00000233,00000362,00000000,00000005,00000006,ffffffdc
11:16:57:629,0,2881.572710,00000368,0000024f,00000369,00000000,0000000a,00000008,ffffffa6
11:16:57:700,0,2881.583654,00000368,00000267,00000372,00000000,00000009,00000009,00000000
11:17:19:807,1,2881.594417,00000368,00000279,0000037a,00000000,00000007,00000007,ffffffdc
11:17:19:899,1,2887.411867,00000369,000001bc,000000ab,00000000,0000000b,00000008,0000001b
11:17:19:969,1,2903.632861,0000036a,00000128,0000038e,00000000,00000015,00000000,00000003
11:17:20:020,1,2903.653668,0000036a,0000014d,00000302,00000000,0000000e,0000000b,0000001c
11:17:20:076,1,2903.664523,0000036a,00000179,000002b1,00000000,0000000b,0000000a,0000005a
11:17:20:136,1,2903.675474,0000036a,000001ae,0000026e,00000000,00000010,00000009,0000002d
11:17:20:229,1,2904.741139,0000036b,000000df,0000038f,00000000,0000000e,0000000d,0000005a
11:17:25:206,1,2904.750807,0000036b,00000107,0000037c,00000000,0000000b,00000009,ffffffa6
11:17:25:294,1,2904.761842,0000036b,0000013e,0000036b,00000000,0000000e,0000000c,0000005a
11:17:25:359,1,2904.772471,0000036b,00000180,0000035c,00000000,0000000a,00000009,00000000
11:17:25:416,1,2904.783581,0000036b,000001be,00000359,00000000,0000000f,0000000a,ffffffa6
11:17:25:486,1,2904.794249,0000036b,000001ff,00000358,00000000,0000000b,00000008,ffffffb6
11:17:25:546,1,2904.805277,0000036b,00000233,0000035f,00000000,0000000f,0000000a,ffffffc3
11:17:25:653,1,2910.078147,0000036c,000000fb,00000158,00000000,00000009,00000009,0000003c
11:17:25:704,1,2910.098784,0000036c,000000fc,00000000,00000000,0000000a,00000000,0000005a
11:17:28:588,1,2911.840622,0000036d,000000d7,00000391,00000000,00000000,0000000b,00000026
11:17:28:686,1,2912.687966,0000036e,000000dc,000003a0,00000000,0000000d,00000009,0000005a
11:17:28:785,1,2913.404239,0000036f,000000d6,00000217,00000000,00000009,00000006,0000001e
11:17:28:832,1,2913.414188,0000036f,00000000,00000221,00000000,0000000a,00000008,00000000
11:17:28:883,1,2913.424947,0000036f,00000000,00000232,00000000,00000009,00000000,ffffffa6
11:17:28:933,1,2913.436042,0000036f,00000000,00000246,00000000,0000000d,00000009,0000000b
11:17:28:982,1,2913.446691,0000036f,000000d4,0000025f,00000000,0000000e,00000000,00000000
11:17:29:047,1,2913.457715,0000036f,000000d3,0000027e,00000000,0000000c,0000000b,00000024
11:17:36:899,0,2913.468543,0000036f,000000d1,000002a3,00000000,0000000e,00000009,00000000
11:17:37:055,0,2913.479662,0000036f,00000000,000002cb,00000000,00000015,00000000,00000003
11:17:37:110,0,2913.490437,0000036f,000000d2,000002f9,00000000,00000016,00000000,00000000
11:17:37:152,0,2913.501255,0000036f,000000d5,0000032c,00000000,0000000f,00000008,00000008
11:17:37:199,0,2913.512282,0000036f,000000dc,0000035f,00000000,00000010,00000005,00000005
11:17:37:247,0,2913.523324,0000036f,000000ec,00000393,00000000,0000000f,00000007,fffffff9
11:17:37:305,0,2913.534107,0000036f,000000fa,000003b6,00000000,00000011,0000000f,0000005a
11:17:37:403,0,2921.457268,00000370,000001f2,00000419,00000000,0000000a,00000009,ffffffe5
11:17:37:434,0,2921.467098,00000370,00000000,0000041a,00000000,00000009,00000000,ffffffe1
11:17:44:348,1,2921.477986,00000370,00000000,0000041b,00000000,0000000a,0000000a,ffffffd8
11:17:44:455,1,2929.207045,00000371,00000209,0000021d,00000000,00000011,00000009,0000005a
11:17:44:520,1,2929.217135,00000371,00000202,00000214,00000000,00000012,0000000b,ffffffa6
11:17:44:576,1,2929.228067,00000371,000001f3,00000203,00000000,00000010,0000000e,0000002d
11:17:44:657,1,2929.238858,00000371,000001de,000001e9,00000000,00000011,0000000d,00000051
11:17:44:724,1,2929.249749,00000371,000001c0,000001c9,00000000,00000010,0000000e,00000000
11:17:44:779,1,2929.260728,00000371,00000199,000001a3,00000000,0000000f,0000000d,0000002d
11:17:52:749,1,2929.271881,00000371,00000173,0000017c,00000000,00000011,0000000b,0000005a
11:17:52:815,1,2929.282376,00000371,00000146,0000014d,00000000,0000000b,00000009,00000000
11:17:52:894,1,2929.293050,00000371,00000118,0000011f,00000000,0000000c,0000000c,ffffffd3
11:17:52:964,1,2929.304034,00000371,000000e5,000000f3,00000000,0000000f,0000000d,ffffffca
11:17:53:024,1,2929.314891,00000371,000000b4,000000ca,00000000,00000010,0000000f,ffffffa6
11:17:53:118,1,2937.699437,00000372,000001ad,00000316,00000000,0000000f,00000009,ffffffb5
11:17:53:176,1,2937.720206,00000372,00000197,000002e9,00000000,00000010,0000000c,ffffffbd
11:17:53:241,1,2937.731058,00000372,00000184,000002c6,00000000,00000011,00000000,ffffffd0
11:17:53:471,1,2937.741830,00000372,0000016a,0000029a,00000000,00000012,0000000f,ffffffb2
11:17:53:540,1,2937.752627,00000372,0000014f,00000267,00000000,0000000f,00000009,ffffffa6
11:17:53:599,1,2937.763811,00000372,0000012a,0000022c,00000000,0000000d,0000000e,ffffffea
11:17:53:662,1,2937.774546,00000372,00000103,000001f2,00000000,0000000e,0000000c,ffffffc0
11:17:53:741,1,2937.785304,00000372,000000d8,000001b4,00000000,0000000b,0000000b,ffffffd3
11:17:53:796,1,2937.796365,00000372,000000a3,00000178,00000000,00000011,0000000d,0000005a
